vendor,muni,state,type,bucket,product,since,source,evidence,confidence,pop,ip
Tyler Technologies,Calera,AL,muni,small (<15K),Munis Self Service,,dns_strict,caleraal.munisselfservice.com,0.95,,98.88.154.228
Tyler Technologies,Prattville,AL,muni,20K-50K,Munis Self Service,,dns_strict,prattvilleal.munisselfservice.com,0.95,35420,98.82.247.144
Tyler Technologies,Glendale,AZ,muni,100K+,Munis Self Service,,dns_strict,glendaleaz.munisselfservice.com,0.95,240126,3.133.252.109
Tyler Technologies,Maricopa,AZ,muni,20K-50K,Munis Self Service,,dns_strict,maricopaaz.munisselfservice.com,0.95,48602,3.133.252.109
Tyler Technologies,Queen Creek,AZ,muni,20K-50K,Munis Self Service,,dns_strict,queencreekaz.munisselfservice.com,0.95,34614,54.146.243.192
Tyler Technologies,Scottsdale,AZ,muni,100K+,Munis Self Service,,dns_strict,scottsdaleaz.munisselfservice.com,0.95,236839,52.206.229.65
Tyler Technologies,Yuma,AZ,muni,50K-100K,Hosted services,,dns_strict,yumaaz.tylerhost.net,0.95,95548,98.86.192.21
Tyler Technologies,Albany,CA,muni,10K-20K,Munis Self Service,,dns_strict,albanyca.munisselfservice.com,0.95,19735,3.133.252.109
Tyler Technologies,Barstow,CA,muni,20K-50K,Munis Self Service,,dns_strict,barstowca.munisselfservice.com,0.95,23692,3.140.137.222
Tyler Technologies,Benicia,CA,muni,20K-50K,Munis Self Service,,dns_strict,beniciaca.munisselfservice.com,0.95,28167,3.140.137.222
Tyler Technologies,Coalinga,CA,muni,10K-20K,Munis Self Service,,dns_strict,coalingaca.munisselfservice.com,0.95,16564,3.133.252.109
Tyler Technologies,Danville,CA,muni,20K-50K,Munis Self Service,,dns_strict,danvilleca.munisselfservice.com,0.95,44400,3.140.137.222
Tyler Technologies,Dixon,CA,muni,10K-20K,Hosted services,,dns_strict,dixonca.tylerhost.net,0.95,19390,3.213.165.239
Tyler Technologies,Fontana,CA,muni,100K+,Munis Self Service,,dns_strict,fontanaca.munisselfservice.com,0.95,212704,3.140.137.222
Tyler Technologies,Indio,CA,muni,50K-100K,Munis Self Service,,dns_strict,indioca.munisselfservice.com,0.95,87533,3.133.252.109
Tyler Technologies,La Quinta,CA,muni,20K-50K,Hosted services,,dns_strict,laquintaca.tylerhost.net,0.95,40476,52.22.245.154
Tyler Technologies,Lodi,CA,muni,50K-100K,Munis Self Service,,dns_strict,lodica.munisselfservice.com,0.95,64596,3.133.252.109
Tyler Technologies,Morgan Hill,CA,muni,20K-50K,Munis Self Service,,dns_strict,morganhillca.munisselfservice.com,0.95,42948,3.140.137.222
Tyler Technologies,Portola Valley,CA,muni,small (<15K),Hosted services,,dns_strict,portolavalleyca.tylerhost.net,0.95,,3.213.165.239
Tyler Technologies,Rancho Mirage,CA,muni,10K-20K,Munis Self Service,,dns_strict,ranchomirageca.munisselfservice.com,0.95,18083,98.89.152.67
Tyler Technologies,Santee,CA,muni,50K-100K,Hosted services,,dns_strict,santeeca.tylerhost.net,0.95,57787,3.213.165.239
Tyler Technologies,Seal Beach,CA,muni,20K-50K,Hosted services,,dns_strict,sealbeachca.tylerhost.net,0.95,24619,52.22.245.154
Tyler Technologies,Shafter,CA,muni,10K-20K,Munis Self Service,,dns_strict,shafterca.munisselfservice.com,0.95,18336,3.140.137.222
Tyler Technologies,Tracy,CA,muni,50K-100K,Munis Self Service,,dns_strict,tracyca.munisselfservice.com,0.95,87075,3.133.252.109
Tyler Technologies,Vacaville,CA,muni,50K-100K,Munis Self Service,,dns_strict,vacavilleca.munisselfservice.com,0.95,96803,3.133.252.109
Tyler Technologies,Bloomfield,CT,muni,20K-50K,Munis Self Service,,dns_strict,bloomfieldct.munisselfservice.com,0.95,21535,3.140.137.222
Tyler Technologies,Branford,CT,muni,20K-50K,Munis Self Service,,dns_strict,branfordct.munisselfservice.com,0.95,29438,3.140.137.222
Tyler Technologies,Bristol,CT,muni,50K-100K,Munis Self Service,,dns_strict,bristolct.munisselfservice.com,0.95,60452,208.64.237.123
Tyler Technologies,East Haddam,CT,muni,small (<15K),Munis Self Service,,dns_strict,easthaddamct.munisselfservice.com,0.95,,3.140.137.222
Tyler Technologies,East Haven,CT,muni,20K-50K,Munis Self Service,,dns_strict,easthavenct.munisselfservice.com,0.95,29257,3.140.137.222
Tyler Technologies,East Windsor,CT,muni,small (<15K),Munis Self Service,,dns_strict,eastwindsorct.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Fairfield,CT,muni,50K-100K,Munis Self Service,,dns_strict,fairfieldct.munisselfservice.com,0.95,59052,3.140.137.222
Tyler Technologies,Guilford,CT,muni,20K-50K,Munis Self Service,,dns_strict,guilfordct.munisselfservice.com,0.95,22498,3.140.137.222
Tyler Technologies,Hartford,CT,muni,100K+,Munis Self Service,,dns_strict,hartfordct.munisselfservice.com,0.95,121054,3.133.252.109
Tyler Technologies,Milford,CT,muni,50K-100K,Munis Self Service,,dns_strict,milfordct.munisselfservice.com,0.95,52759,3.140.137.222
Tyler Technologies,Naugatuck,CT,muni,20K-50K,Munis Self Service,,dns_strict,naugatuckct.munisselfservice.com,0.95,31538,208.64.237.126
Tyler Technologies,New Canaan,CT,muni,10K-20K,Munis Self Service,,dns_strict,newcanaanct.munisselfservice.com,0.95,19738,3.140.137.222
Tyler Technologies,New Haven,CT,muni,100K+,Munis Self Service,,dns_strict,newhavenct.munisselfservice.com,0.95,130322,3.133.252.109
Tyler Technologies,New London,CT,muni,20K-50K,Munis Self Service,,dns_strict,newlondonct.munisselfservice.com,0.95,27179,3.140.137.222
Tyler Technologies,Norwalk,CT,muni,50K-100K,Munis Self Service,,dns_strict,norwalkct.munisselfservice.com,0.95,88485,52.200.58.203
Tyler Technologies,Norwich,CT,muni,20K-50K,Munis Self Service,,dns_strict,norwichct.munisselfservice.com,0.95,39899,3.133.252.109
Tyler Technologies,Orange,CT,muni,small (<15K),Munis Self Service,,dns_strict,orangect.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Stratford,CT,muni,50K-100K,Munis Self Service,,dns_strict,stratfordct.munisselfservice.com,0.95,51384,3.140.137.222
Tyler Technologies,Westport,CT,muni,20K-50K,Munis Self Service,,dns_strict,westportct.munisselfservice.com,0.95,26391,3.133.252.109
Tyler Technologies,Wethersfield,CT,muni,20K-50K,Munis Self Service,,dns_strict,wethersfieldct.munisselfservice.com,0.95,26668,3.133.252.109
Tyler Technologies,New Castle,DE,muni,small (<15K),Munis Self Service,,dns_strict,newcastlede.munisselfservice.com,0.95,,208.64.237.155
Tyler Technologies,Newark,DE,muni,20K-50K,Munis Self Service,,dns_strict,newarkde.munisselfservice.com,0.95,33817,208.64.237.126
Tyler Technologies,Rehoboth Beach,DE,muni,small (<15K),Munis Self Service,,dns_strict,rehobothbeachde.munisselfservice.com,0.95,,208.64.237.123
Tyler Technologies,Clermont,FL,muni,20K-50K,Munis Self Service,,dns_strict,clermontfl.munisselfservice.com,0.95,32390,3.140.137.222
Tyler Technologies,Deltona,FL,muni,50K-100K,Munis Self Service,,dns_strict,deltonafl.munisselfservice.com,0.95,88474,54.167.196.3
Tyler Technologies,Jupiter,FL,muni,50K-100K,Munis Self Service,,dns_strict,jupiterfl.munisselfservice.com,0.95,62707,3.140.137.222
Tyler Technologies,Lynn Haven,FL,muni,20K-50K,Munis Self Service,,dns_strict,lynnhavenfl.munisselfservice.com,0.95,20156,3.140.137.222
Tyler Technologies,Madeira Beach,FL,muni,small (<15K),Munis Self Service,,dns_strict,madeirabeachfl.munisselfservice.com,0.95,,3.140.137.222
Tyler Technologies,Maitland,FL,muni,10K-20K,Munis Self Service,,dns_strict,maitlandfl.munisselfservice.com,0.95,17463,3.140.137.222
Tyler Technologies,Marco Island,FL,muni,10K-20K,Munis Self Service,,dns_strict,marcoislandfl.munisselfservice.com,0.95,17690,3.140.137.222
Tyler Technologies,Neptune Beach,FL,muni,small (<15K),Hosted services,,dns_strict,neptunebeachfl.tylerhost.net,0.95,,44.216.62.191
Tyler Technologies,New Smyrna Beach,FL,muni,20K-50K,Munis Self Service,,dns_strict,newsmyrnabeachfl.munisselfservice.com,0.95,24298,208.64.237.103
Tyler Technologies,North Bay Village,FL,muni,small (<15K),Hosted services,,dns_strict,northbayvillagefl.tylerhost.net,0.95,,35.168.3.81
Tyler Technologies,Pembroke Pines,FL,muni,100K+,Hosted services,,dns_strict,pembrokepinesfl.tylerhost.net,0.95,166611,207.245.141.7
Tyler Technologies,Riviera Beach,FL,muni,20K-50K,Munis Self Service,,dns_strict,rivierabeachfl.munisselfservice.com,0.95,34005,208.64.237.29
Tyler Technologies,Sanibel,FL,muni,small (<15K),Munis Self Service,,dns_strict,sanibelfl.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,South Pasadena,FL,muni,small (<15K),Hosted services,,dns_strict,southpasadenafl.tylerhost.net,0.95,,98.86.192.21
Tyler Technologies,Umatilla,FL,muni,small (<15K),Hosted services,,dns_strict,umatillafl.tylerhost.net,0.95,,98.86.192.21
Tyler Technologies,Wellington,FL,muni,50K-100K,Munis Self Service,,dns_strict,wellingtonfl.munisselfservice.com,0.95,62560,3.133.252.109
Tyler Technologies,Weston,FL,muni,50K-100K,Munis Self Service,,dns_strict,westonfl.munisselfservice.com,0.95,69959,3.133.252.109
Tyler Technologies,Albany,GA,muni,50K-100K,Munis Self Service,,dns_strict,albanyga.munisselfservice.com,0.95,74843,3.140.137.222
Tyler Technologies,Fayetteville,GA,muni,10K-20K,Hosted services,,dns_strict,fayettevillega.tylerhost.net,0.95,16990,35.168.3.81
Tyler Technologies,Lawrenceville,GA,muni,20K-50K,Munis Self Service,,dns_strict,lawrencevillega.munisselfservice.com,0.95,30493,3.224.96.249
Tyler Technologies,Locust Grove,GA,muni,small (<15K),Hosted services,,dns_strict,locustgrovega.tylerhost.net,0.95,,35.168.3.81
Tyler Technologies,Milton,GA,muni,20K-50K,Munis Self Service,,dns_strict,miltonga.munisselfservice.com,0.95,37547,3.212.234.56
Tyler Technologies,Pooler,GA,muni,20K-50K,Munis Self Service,,dns_strict,poolerga.munisselfservice.com,0.95,23133,54.83.164.70
Tyler Technologies,Rincon,GA,muni,small (<15K),Hosted services,,dns_strict,rinconga.tylerhost.net,0.95,,52.205.206.60
Tyler Technologies,Statesboro,GA,muni,20K-50K,Hosted services,,dns_strict,statesboroga.tylerhost.net,0.95,30721,98.86.192.21
Tyler Technologies,Lewiston,ID,muni,20K-50K,Munis Self Service,,dns_strict,lewistonid.munisselfservice.com,0.95,32544,3.133.252.109
Tyler Technologies,Nampa,ID,muni,50K-100K,Munis Self Service,,dns_strict,nampaid.munisselfservice.com,0.95,89839,3.140.137.222
Tyler Technologies,Columbia,IL,muni,small (<15K),Hosted services,,dns_strict,columbiail.tylerhost.net,0.95,,44.216.62.191
Tyler Technologies,Edwardsville,IL,muni,20K-50K,Munis Self Service,,dns_strict,edwardsvilleil.munisselfservice.com,0.95,24992,3.140.137.222
Tyler Technologies,Effingham,IL,muni,small (<15K),Munis Self Service,,dns_strict,effinghamil.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Naperville,IL,muni,100K+,Munis Self Service,,dns_strict,napervilleil.munisselfservice.com,0.95,147100,3.133.252.109
Tyler Technologies,Oswego,IL,muni,20K-50K,Munis Self Service,,dns_strict,oswegoil.munisselfservice.com,0.95,33955,3.140.137.222
Tyler Technologies,Park Ridge,IL,muni,20K-50K,Hosted services,,dns_strict,parkridgeil.tylerhost.net,0.95,37757,52.205.206.60
Tyler Technologies,Peoria,IL,muni,100K+,Hosted services,,dns_strict,peoriail.tylerhost.net,0.95,115070,3.213.165.239
Tyler Technologies,Woodridge,IL,muni,20K-50K,Munis Self Service,,dns_strict,woodridgeil.munisselfservice.com,0.95,33370,3.133.252.109
Tyler Technologies,Fishers,IN,muni,50K-100K,Hosted services,,dns_strict,fishersin.tylerhost.net,0.95,76794,207.245.141.7
Tyler Technologies,Frankfort,IN,muni,10K-20K,Munis Self Service,,dns_strict,frankfortin.munisselfservice.com,0.95,16060,3.133.252.109
Tyler Technologies,Lawrence,KS,muni,50K-100K,Hosted services,,dns_strict,lawrenceks.tylerhost.net,0.95,93917,98.86.192.21
Tyler Technologies,Rose Hill,KS,muni,small (<15K),Hosted services,,dns_strict,rosehillks.tylerhost.net,0.95,,52.205.206.60
Tyler Technologies,Berea,KY,muni,small (<15K),Munis Self Service,,dns_strict,bereaky.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Crittenden,KY,muni,small (<15K),Munis Self Service,,dns_strict,crittendenky.munisselfservice.com,0.95,,3.140.137.222
Tyler Technologies,Erlanger,KY,muni,10K-20K,Munis Self Service,,dns_strict,erlangerky.munisselfservice.com,0.95,18797,3.140.137.222
Tyler Technologies,Paducah,KY,muni,20K-50K,Munis Self Service,,dns_strict,paducahky.munisselfservice.com,0.95,24864,23.23.152.70
Tyler Technologies,Kenner,LA,muni,50K-100K,Munis Self Service,,dns_strict,kennerla.munisselfservice.com,0.95,67091,3.140.137.222
Tyler Technologies,Acton,MA,muni,20K-50K,Munis Self Service,,dns_strict,actonma.munisselfservice.com,0.95,20897,3.133.252.109
Tyler Technologies,Belmont,MA,muni,20K-50K,Munis Self Service,,dns_strict,belmontma.munisselfservice.com,0.95,24729,3.133.252.109
Tyler Technologies,Bridgewater,MA,muni,small (<15K),Munis Self Service,,dns_strict,bridgewaterma.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Chelsea,MA,muni,20K-50K,Munis Self Service,,dns_strict,chelseama.munisselfservice.com,0.95,39398,3.140.137.222
Tyler Technologies,Chicopee,MA,muni,50K-100K,Munis Self Service,,dns_strict,chicopeema.munisselfservice.com,0.95,56741,3.130.248.76
Tyler Technologies,Dedham,MA,muni,20K-50K,Munis Self Service,,dns_strict,dedhamma.munisselfservice.com,0.95,24729,3.133.252.109
Tyler Technologies,Greenfield,MA,muni,10K-20K,Munis Self Service,,dns_strict,greenfieldma.munisselfservice.com,0.95,19753,3.133.252.109
Tyler Technologies,Holden,MA,muni,10K-20K,Munis Self Service,,dns_strict,holdenma.munisselfservice.com,0.95,17016,208.64.237.123
Tyler Technologies,Lynn,MA,muni,50K-100K,Munis Self Service,,dns_strict,lynnma.munisselfservice.com,0.95,92457,3.140.137.222
Tyler Technologies,Lynnfield,MA,muni,small (<15K),Munis Self Service,,dns_strict,lynnfieldma.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Malden,MA,muni,50K-100K,Hosted services,,dns_strict,maldenma.tylerhost.net,0.95,61068,3.213.165.239
Tyler Technologies,Mansfield,MA,muni,20K-50K,Munis Self Service,,dns_strict,mansfieldma.munisselfservice.com,0.95,23380,3.133.252.109
Tyler Technologies,Marlborough,MA,muni,20K-50K,Munis Self Service,,dns_strict,marlboroughma.munisselfservice.com,0.95,39818,3.133.252.109
Tyler Technologies,Natick,MA,muni,20K-50K,Munis Self Service,,dns_strict,natickma.munisselfservice.com,0.95,32276,208.64.237.123
Tyler Technologies,North Andover,MA,muni,20K-50K,Munis Self Service,,dns_strict,northandoverma.munisselfservice.com,0.95,28222,3.133.252.109
Tyler Technologies,Northampton,MA,muni,20K-50K,Munis Self Service,,dns_strict,northamptonma.munisselfservice.com,0.95,28540,3.133.252.109
Tyler Technologies,Plymouth,MA,muni,small (<15K),Munis Self Service,,dns_strict,plymouthma.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Salem,MA,muni,20K-50K,Munis Self Service,,dns_strict,salemma.munisselfservice.com,0.95,42869,3.140.137.222
Tyler Technologies,Saugus,MA,muni,20K-50K,Munis Self Service,,dns_strict,saugusma.munisselfservice.com,0.95,26628,3.133.252.109
Tyler Technologies,Shrewsbury,MA,muni,20K-50K,Munis Self Service,,dns_strict,shrewsburyma.munisselfservice.com,0.95,33893,3.133.252.109
Tyler Technologies,Somerville,MA,muni,50K-100K,Munis Self Service,,dns_strict,somervillema.munisselfservice.com,0.95,80318,3.133.252.109
Tyler Technologies,Southbridge,MA,muni,10K-20K,Munis Self Service,,dns_strict,southbridgema.munisselfservice.com,0.95,19030,3.133.252.109
Tyler Technologies,Swampscott,MA,muni,small (<15K),Munis Self Service,,dns_strict,swampscottma.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Wayland,MA,muni,small (<15K),Munis Self Service,,dns_strict,waylandma.munisselfservice.com,0.95,,208.64.237.155
Tyler Technologies,Weston,MA,muni,small (<15K),Munis Self Service,,dns_strict,westonma.munisselfservice.com,0.95,,3.140.137.222
Tyler Technologies,Wilmington,MA,muni,20K-50K,Munis Self Service,,dns_strict,wilmingtonma.munisselfservice.com,0.95,22325,3.140.137.222
Tyler Technologies,Winchester,MA,muni,20K-50K,Munis Self Service,,dns_strict,winchesterma.munisselfservice.com,0.95,21374,3.140.137.222
Tyler Technologies,Pocomoke City,MD,muni,small (<15K),Hosted services,,dns_strict,pocomokecitymd.tylerhost.net,0.95,,52.205.206.60
Tyler Technologies,Auburn,ME,muni,20K-50K,Munis Self Service,,dns_strict,auburnme.munisselfservice.com,0.95,22871,3.140.137.222
Tyler Technologies,Falmouth,ME,muni,small (<15K),Munis Self Service,,dns_strict,falmouthme.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Lewiston,ME,muni,20K-50K,,,dns_strict,lewistonme.tylertech.com,0.95,36202,18.191.9.12
Tyler Technologies,Lisbon,ME,muni,small (<15K),Munis Self Service,,dns_strict,lisbonme.munisselfservice.com,0.95,,3.140.137.222
Tyler Technologies,Saco,ME,muni,10K-20K,Munis Self Service,,dns_strict,sacome.munisselfservice.com,0.95,19078,3.140.137.222
Tyler Technologies,Scarborough,ME,muni,small (<15K),Munis Self Service,,dns_strict,scarboroughme.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Topsham,ME,muni,small (<15K),Munis Self Service,,dns_strict,topshamme.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Westbrook,ME,muni,10K-20K,Munis Self Service,,dns_strict,westbrookme.munisselfservice.com,0.95,17978,3.140.137.222
Tyler Technologies,Leslie,MI,muni,small (<15K),Munis Self Service,,dns_strict,lesliemi.munisselfservice.com,0.95,,3.140.137.222
Tyler Technologies,Shelby,MI,muni,50K-100K,Munis Self Service,,dns_strict,shelbymi.munisselfservice.com,0.95,74099,208.64.237.29
Tyler Technologies,Waseca,MN,muni,small (<15K),Munis Self Service,,dns_strict,wasecamn.munisselfservice.com,0.95,,3.140.137.222
Tyler Technologies,Belton,MO,muni,20K-50K,Munis Self Service,,dns_strict,beltonmo.munisselfservice.com,0.95,23168,3.140.137.222
Tyler Technologies,Cape Girardeau,MO,muni,20K-50K,Munis Self Service,,dns_strict,capegirardeaumo.munisselfservice.com,0.95,39462,3.140.137.222
Tyler Technologies,Independence,MO,muni,100K+,Munis Self Service,,dns_strict,independencemo.munisselfservice.com,0.95,117255,3.133.252.109
Tyler Technologies,Sikeston,MO,muni,10K-20K,Munis Self Service,,dns_strict,sikestonmo.munisselfservice.com,0.95,16436,3.133.252.109
Tyler Technologies,Oxford,MS,muni,20K-50K,Hosted services,,dns_strict,oxfordms.tylerhost.net,0.95,22314,52.7.180.2
Tyler Technologies,Tupelo,MS,muni,20K-50K,Munis Self Service,,dns_strict,tupeloms.munisselfservice.com,0.95,35680,34.224.206.181
Tyler Technologies,Great Falls,MT,muni,50K-100K,Hosted services,,dns_strict,greatfallsmt.tylerhost.net,0.95,59638,207.245.141.147
Tyler Technologies,Franklin,NC,muni,small (<15K),Munis Self Service,,dns_strict,franklinnc.munisselfservice.com,0.95,,32.196.53.79
Tyler Technologies,Halifax,NC,muni,small (<15K),Munis Self Service,,dns_strict,halifaxnc.munisselfservice.com,0.95,,208.64.237.123
Tyler Technologies,Mooresville,NC,muni,20K-50K,Munis Self Service,,dns_strict,mooresvillenc.munisselfservice.com,0.95,36009,208.64.237.123
Tyler Technologies,Morehead City,NC,muni,small (<15K),Munis Self Service,,dns_strict,moreheadcitync.munisselfservice.com,0.95,,3.140.137.222
Tyler Technologies,Morrisville,NC,muni,20K-50K,Munis Self Service,,dns_strict,morrisvillenc.munisselfservice.com,0.95,23820,3.140.137.222
Tyler Technologies,Rocky Mount,NC,muni,50K-100K,Munis Self Service,,dns_strict,rockymountnc.munisselfservice.com,0.95,55806,3.131.242.86
Tyler Technologies,Waxhaw,NC,muni,small (<15K),Hosted services,,dns_strict,waxhawnc.tylerhost.net,0.95,,52.22.245.154
Tyler Technologies,Wilmington,NC,muni,100K+,Munis Self Service,,dns_strict,wilmingtonnc.munisselfservice.com,0.95,115933,3.133.252.109
Tyler Technologies,Bedford,NH,muni,20K-50K,Munis Self Service,,dns_strict,bedfordnh.munisselfservice.com,0.95,21188,3.140.137.222
Tyler Technologies,Derry,NH,muni,20K-50K,Munis Self Service,,dns_strict,derrynh.munisselfservice.com,0.95,22015,3.140.137.222
Tyler Technologies,Milford,NH,muni,small (<15K),Munis Self Service,,dns_strict,milfordnh.munisselfservice.com,0.95,,3.131.242.86
Tyler Technologies,Newmarket,NH,muni,small (<15K),Munis Self Service,,dns_strict,newmarketnh.munisselfservice.com,0.95,,3.133.252.109
Tyler Technologies,Rochester,NH,muni,20K-50K,Munis Self Service,,dns_strict,rochesternh.munisselfservice.com,0.95,30038,3.130.248.76
Tyler Technologies,Windham,NH,muni,small (<15K),Munis Self Service,,dns_strict,windhamnh.munisselfservice.com,0.95,,3.140.137.222
Tyler Technologies,Carlsbad,NM,muni,20K-50K,Munis Self Service,,dns_strict,carlsbadnm.munisselfservice.com,0.95,28957,3.140.137.222
Tyler Technologies,Clovis,NM,muni,20K-50K,Munis Self Service,,dns_strict,clovisnm.munisselfservice.com,0.95,39480,3.133.252.109
Tyler Technologies,Hobbs,NM,muni,20K-50K,Munis Self Service,,dns_strict,hobbsnm.munisselfservice.com,0.95,38416,54.165.126.113
Tyler Technologies,Roswell,NM,muni,20K-50K,Munis Self Service,,dns_strict,roswellnm.munisselfservice.com,0.95,48544,3.133.252.109
Tyler Technologies,Santa Fe,NM,muni,50K-100K,Munis Self Service,,dns_strict,santafenm.munisselfservice.com,0.95,87505,54.174.180.212
Tyler Technologies,Cortland,NY,muni,10K-20K,Munis Self Service,,dns_strict,cortlandny.munisselfservice.com,0.95,18907,3.133.252.109
Tyler Technologies,Glen Cove,NY,muni,20K-50K,Munis Self Service,,dns_strict,glencoveny.munisselfservice.com,0.95,27400,3.133.252.109
Tyler Technologies,Kingston,NY,muni,20K-50K,Munis Self Service,,dns_strict,kingstonny.munisselfservice.com,0.95,23436,3.131.242.86
Tyler Technologies,Long Beach,NY,muni,20K-50K,Munis Self Service,,dns_strict,longbeachny.munisselfservice.com,0.95,33550,3.140.137.222
Tyler Technologies,Mount Vernon,NY,muni,50K-100K,Munis Self Service,,dns_strict,mountvernonny.munisselfservice.com,0.95,68628,208.64.237.126
Tyler Technologies,Orchard Park,NY,muni,small (<15K),Munis Self Service,,dns_strict,orchardparkny.munisselfservice.com,0.95,,3.140.137.222
Tyler Technologies,Berea,OH,muni,10K-20K,Munis Self Service,,dns_strict,bereaoh.munisselfservice.com,0.95,18874,3.133.252.109
Tyler Technologies,Gahanna,OH,muni,20K-50K,Munis Self Service,,dns_strict,gahannaoh.munisselfservice.com,0.95,34590,3.140.137.222
Tyler Technologies,Independence,OH,muni,small (<15K),Munis Self Service,,dns_strict,independenceoh.munisselfservice.com,0.95,,3.140.137.222
Tyler Technologies,Marysville,OH,muni,20K-50K,Munis Self Service,,dns_strict,marysvilleoh.munisselfservice.com,0.95,22817,3.140.137.222
Tyler Technologies,Mayfield,OH,muni,small (<15K),Munis Self Service,,dns_strict,mayfieldoh.munisselfservice.com,0.95,,208.64.237.29
Tyler Technologies,Oregon,OH,muni,20K-50K,Munis Self Service,,dns_strict,oregonoh.munisselfservice.com,0.95,20102,3.140.137.222
Tyler Technologies,Solon,OH,muni,20K-50K,Munis Self Service,,dns_strict,solonoh.munisselfservice.com,0.95,23043,3.140.137.222
Tyler Technologies,Zanesville,OH,muni,20K-50K,Munis Self Service,,dns_strict,zanesvilleoh.munisselfservice.com,0.95,25498,23.23.222.217
Tyler Technologies,Gresham,OR,muni,100K+,Munis Self Service,,dns_strict,greshamor.munisselfservice.com,0.95,110553,3.133.252.109
Tyler Technologies,Lancaster,PA,muni,50K-100K,Munis Self Service,,dns_strict,lancasterpa.munisselfservice.com,0.95,59339,3.133.252.109
Tyler Technologies,Philadelphia,PA,muni,100K+,Hosted services,,dns_strict,philadelphiapa.tylerhost.net,0.95,1573916,3.12.245.45
