vendor,muni,state,type,bucket,product,since,source,evidence,confidence,pop,ip
Tyler Technologies,Paulding,OH,muni,small (<15K),Munis Self Service,,dns_strict,paulding.munisselfservice.com,0.8,,3.130.248.76
Tyler Technologies,Catoosa,OK,muni,small (<15K),Munis Self Service,,dns_strict,catoosa.munisselfservice.com,0.8,,3.140.137.222
Tyler Technologies,Clackamas,OR,muni,small (<15K),Munis Self Service,,dns_strict,clackamas.munisselfservice.com,0.8,,3.133.252.109
Tyler Technologies,Simpson,PA,muni,small (<15K),Munis Self Service,,dns_strict,simpson.munisselfservice.com,0.8,,3.140.137.222
Tyler Technologies,North Kingstown,RI,muni,20K-50K,Munis Self Service,,dns_strict,northkingstown.munisselfservice.com,0.8,28042,3.140.137.222
Tyler Technologies,Providence,RI,muni,100K+,,,dns_strict,providence.tylertech.com,0.8,190934,74.218.91.35
Tyler Technologies,Franklin,TN,muni,50K-100K,Munis Self Service,,dns_strict,franklin.munisselfservice.com,0.8,72639,3.131.242.86
Tyler Technologies,Gallatin,TN,muni,20K-50K,Munis Self Service,,dns_strict,gallatin.munisselfservice.com,0.8,34334,3.133.252.109
Tyler Technologies,Hendersonville,TN,muni,50K-100K,Munis Self Service,,dns_strict,hendersonville.munisselfservice.com,0.8,56018,208.64.237.126
Tyler Technologies,Morristown,TN,muni,20K-50K,Munis Self Service,,dns_strict,morristown.munisselfservice.com,0.8,29478,3.133.252.109
Tyler Technologies,Oak Ridge,TN,muni,20K-50K,Munis Self Service,,dns_strict,oakridge.munisselfservice.com,0.8,29302,3.140.137.222
Tyler Technologies,DeSoto,TX,muni,50K-100K,Munis Self Service,,dns_strict,desoto.munisselfservice.com,0.8,52486,3.133.252.109
Tyler Technologies,Marshall,TX,muni,20K-50K,Munis Self Service,,dns_strict,marshall.munisselfservice.com,0.8,23820,3.133.252.109
Tyler Technologies,Mesquite,TX,muni,100K+,Munis Self Service,,dns_strict,mesquite.munisselfservice.com,0.8,144788,3.130.248.76
Tyler Technologies,Round Rock,TX,muni,100K+,Munis Self Service,,dns_strict,roundrock.munisselfservice.com,0.8,115997,208.64.237.29
Tyler Technologies,Mona,UT,muni,small (<15K),Munis Self Service,,dns_strict,mona.munisselfservice.com,0.8,,3.133.252.109
Tyler Technologies,East Hampton,VA,muni,100K+,Munis Self Service,,dns_strict,easthampton.munisselfservice.com,0.8,147993,3.140.137.222
Tyler Technologies,Floyd,VA,muni,small (<15K),Munis Self Service,,dns_strict,floyd.munisselfservice.com,0.8,,3.140.137.222
Tyler Technologies,Herndon,VA,muni,20K-50K,Munis Self Service,,dns_strict,herndon.munisselfservice.com,0.8,24568,3.133.252.109
Tyler Technologies,Isle of Wight,VA,muni,small (<15K),Munis Self Service,,dns_strict,isleofwight.munisselfservice.com,0.8,,3.131.242.86
Tyler Technologies,Manassas,VA,muni,20K-50K,Munis Self Service,,dns_strict,manassas.munisselfservice.com,0.8,41764,54.198.182.106
Tyler Technologies,Richmond,VA,muni,100K+,Munis Self Service,,dns_strict,richmond.munisselfservice.com,0.8,226610,3.133.252.109
Tyler Technologies,Suffolk,VA,muni,50K-100K,Munis Self Service,,dns_strict,suffolk.munisselfservice.com,0.8,88161,3.133.252.109
Tyler Technologies,Marysville,WA,muni,50K-100K,Munis Self Service,,dns_strict,marysville.munisselfservice.com,0.8,66773,208.64.237.123
Tyler Technologies,Madison,WI,muni,100K+,Munis Self Service,,dns_strict,madison.munisselfservice.com,0.8,280305,3.140.137.222
Tyler Technologies,Milwaukee,WI,muni,100K+,Munis Self Service,,dns_strict,milwaukee.munisselfservice.com,0.8,563531,3.140.137.222
Tyler Technologies,New Berlin,WI,muni,20K-50K,Munis Self Service,,dns_strict,newberlin.munisselfservice.com,0.8,39825,3.140.137.222
gWorks,Butler,AL,muni,small (<15K),gWorks Suite,,dns_strict,butler.gworks.com,0.8,,44.196.219.136
gWorks,Greeley,CO,muni,100K+,gWorks Suite,,dns_strict,greeley.gworks.com,0.8,108795,44.196.219.136
gWorks,Washington,DC,muni,100K+,gWorks Suite,,dns_strict,washington.gworks.com,0.8,689545,44.196.219.136
gWorks,Dawson,GA,muni,small (<15K),gWorks Suite,,dns_strict,dawson.gworks.com,0.8,,44.196.219.136
gWorks,Arthur,IL,muni,small (<15K),gWorks Suite,,dns_strict,arthur.gworks.com,0.8,,69.63.116.130
gWorks,Pawnee,IL,muni,small (<15K),gWorks Suite,,dns_strict,pawnee.gworks.com,0.8,,44.196.219.136
gWorks,Harlan,IN,muni,small (<15K),gWorks Suite,,dns_strict,harlan.gworks.com,0.8,,44.196.219.136
gWorks,Knox,IN,muni,small (<15K),gWorks Suite,,dns_strict,knox.gworks.com,0.8,,54.209.240.21
gWorks,McPherson,KS,muni,small (<15K),gWorks Suite,,dns_strict,mcpherson.gworks.com,0.8,,54.209.240.21
gWorks,Lexington,KY,muni,100K+,gWorks Suite,,dns_strict,lexington.gworks.com,0.8,320347,69.63.116.130
gWorks,Burt,MI,muni,small (<15K),gWorks Suite,,dns_strict,burt.gworks.com,0.8,,54.209.240.21
gWorks,Holt,MI,muni,20K-50K,gWorks Suite,,dns_strict,holt.gworks.com,0.8,23973,69.63.116.130
gWorks,Saline,MI,muni,small (<15K),gWorks Suite,,dns_strict,saline.gworks.com,0.8,,54.209.240.21
gWorks,Blaine,MN,muni,50K-100K,gWorks Suite,,dns_strict,blaine.gworks.com,0.8,62124,44.196.219.136
gWorks,Golden Valley,MN,muni,20K-50K,gWorks Suite,,dns_strict,goldenvalley.gworks.com,0.8,21270,69.63.116.130
gWorks,Boone,NC,muni,10K-20K,gWorks Suite,,dns_strict,boone.gworks.com,0.8,18156,54.209.240.21
gWorks,Dunn,NC,muni,small (<15K),gWorks Suite,,dns_strict,dunn.gworks.com,0.8,,69.63.116.130
gWorks,Dickinson,ND,muni,20K-50K,gWorks Suite,,dns_strict,dickinson.gworks.com,0.8,23765,69.63.116.130
gWorks,Kearney,NE,muni,20K-50K,gWorks Suite,,dns_strict,kearney.gworks.com,0.8,33021,44.196.219.136
gWorks,Kimball,NE,muni,small (<15K),gWorks Suite,,dns_strict,kimball.gworks.com,0.8,,54.209.240.21
gWorks,Lincoln,NE,muni,100K+,gWorks Suite,,dns_strict,lincoln.gworks.com,0.8,294757,44.196.219.136
gWorks,Garfield,NJ,muni,20K-50K,gWorks Suite,,dns_strict,garfield.gworks.com,0.8,31802,54.209.240.21
gWorks,Wayne,NJ,muni,50K-100K,gWorks Suite,,dns_strict,wayne.gworks.com,0.8,57915,54.209.240.21
gWorks,Clay,NY,muni,50K-100K,gWorks Suite,,dns_strict,clay.gworks.com,0.8,58206,44.196.219.136
gWorks,Merrick,NY,muni,20K-50K,gWorks Suite,,dns_strict,merrick.gworks.com,0.8,22097,44.196.219.136
gWorks,Phelps,NY,muni,small (<15K),gWorks Suite,,dns_strict,phelps.gworks.com,0.8,,44.196.219.136
gWorks,Hamilton,OH,muni,50K-100K,gWorks Suite,,dns_strict,hamilton.gworks.com,0.8,62407,44.196.219.136
gWorks,Hooker,OK,muni,small (<15K),gWorks Suite,,dns_strict,hooker.gworks.com,0.8,,54.209.240.21
gWorks,Perkins,OK,muni,small (<15K),gWorks Suite,,dns_strict,perkins.gworks.com,0.8,,69.63.116.130
gWorks,Thomas,OK,muni,small (<15K),gWorks Suite,,dns_strict,thomas.gworks.com,0.8,,44.196.219.136
gWorks,Custer,SD,muni,small (<15K),gWorks Suite,,dns_strict,custer.gworks.com,0.8,,54.209.240.21
gWorks,Franklin,TN,muni,50K-100K,gWorks Suite,,dns_strict,franklin.gworks.com,0.8,72639,54.209.240.21
gWorks,McKenzie,TN,muni,small (<15K),gWorks Suite,,dns_strict,mckenzie.gworks.com,0.8,,69.63.116.130
gWorks,Boyd,TX,muni,small (<15K),gWorks Suite,,dns_strict,boyd.gworks.com,0.8,,44.196.219.136
gWorks,Hitchcock,TX,muni,small (<15K),gWorks Suite,,dns_strict,hitchcock.gworks.com,0.8,,54.209.240.21
gWorks,Wheeler,TX,muni,small (<15K),gWorks Suite,,dns_strict,wheeler.gworks.com,0.8,,54.209.240.21
gWorks,Cheyenne,WY,muni,50K-100K,gWorks Suite,,dns_strict,cheyenne.gworks.com,0.8,65132,54.209.240.21
gWorks,Sheridan,WY,muni,10K-20K,gWorks Suite,,dns_strict,sheridan.gworks.com,0.8,17873,44.196.219.136
Tyler Technologies,Grayson Valley,AL,muni,small (<15K),Munis Self Service,,dns_strict,grayson.munisselfservice.com,0.4,,3.140.137.222
Tyler Technologies,Ben Lomond,CA,muni,small (<15K),Munis Self Service,,dns_strict,ben.munisselfservice.com,0.4,,208.64.237.123
Tyler Technologies,Chula Vista,CA,muni,100K+,Munis Self Service,,dns_strict,chula.munisselfservice.com,0.4,265757,3.140.137.222
Tyler Technologies,Communications Hill,CA,muni,small (<15K),,,dns_strict,communications.tylertech.com,0.4,,34.208.84.250
Tyler Technologies,Discovery Bay,CA,muni,small (<15K),Hosted services,,dns_strict,discovery.tylerhost.net,0.4,,3.30.140.78
Tyler Technologies,La Habra,CA,muni,50K-100K,Hosted services,,dns_strict,la.tylerhost.net,0.4,62131,207.97.231.229
Tyler Technologies,Union City,CA,muni,50K-100K,Munis Self Service,,dns_strict,union.munisselfservice.com,0.4,74494,3.140.137.222
Tyler Technologies,Security-Widefield,CO,muni,20K-50K,,,dns_strict,security.tylertech.com,0.4,32882,207.182.208.184
Tyler Technologies,Kittery Point,ME,muni,small (<15K),Munis Self Service,,dns_strict,kittery.munisselfservice.com,0.4,,3.140.137.222
Tyler Technologies,Webster Groves,MO,muni,20K-50K,Munis Self Service,,dns_strict,webster.munisselfservice.com,0.4,23177,208.64.237.126
Tyler Technologies,Whitehall Township,PA,muni,20K-50K,Munis Self Service,,dns_strict,whitehall.munisselfservice.com,0.4,24896,3.140.137.222
Tyler Technologies,Eagle Pass,TX,muni,20K-50K,,,dns_strict,eagle.tylertech.com,0.4,28765,3.141.75.10
gWorks,Garden Grove,CA,muni,100K+,gWorks Suite,,dns_strict,garden.gworks.com,0.4,175393,69.63.116.130
gWorks,Sherman Oaks,CA,muni,50K-100K,gWorks Suite,,dns_strict,sherman.gworks.com,0.4,52677,54.209.240.21
gWorks,Valley Glen,CA,muni,50K-100K,gWorks Suite,,dns_strict,valley.gworks.com,0.4,60000,54.209.240.21
gWorks,Grant-Valkaria,FL,muni,small (<15K),gWorks Suite,,dns_strict,grant.gworks.com,0.4,,54.209.240.21
gWorks,Polk City,FL,muni,small (<15K),gWorks Suite,,dns_strict,polk.gworks.com,0.4,,44.196.219.136
gWorks,Cedar Rapids,IA,muni,100K+,gWorks Suite,,dns_strict,cedar.gworks.com,0.4,130405,44.196.219.136
gWorks,Dakota City,IA,muni,small (<15K),gWorks Suite,,dns_strict,dakota.gworks.com,0.4,,54.209.240.21
gWorks,Gage Park,IL,muni,20K-50K,gWorks Suite,,dns_strict,gage.gworks.com,0.4,41202,54.209.240.21
gWorks,Logan Square,IL,muni,50K-100K,gWorks Suite,,dns_strict,logan.gworks.com,0.4,73702,54.209.240.21
gWorks,Dodge City,KS,muni,20K-50K,gWorks Suite,,dns_strict,dodge.gworks.com,0.4,27912,54.209.240.21
gWorks,Brown City,MI,muni,small (<15K),gWorks Suite,,dns_strict,brown.gworks.com,0.4,,44.196.219.136
gWorks,Jefferson City,MO,muni,20K-50K,gWorks Suite,,dns_strict,jefferson.gworks.com,0.4,42595,44.196.219.136
gWorks,Pierce City,MO,muni,small (<15K),gWorks Suite,,dns_strict,pierce.gworks.com,0.4,,54.209.240.21
gWorks,Platte City,MO,muni,small (<15K),gWorks Suite,,dns_strict,platte.gworks.com,0.4,,54.209.240.21
gWorks,Webster Groves,MO,muni,20K-50K,gWorks Suite,,dns_strict,webster.gworks.com,0.4,23177,44.196.219.136
gWorks,Banner Elk,NC,muni,small (<15K),gWorks Suite,,dns_strict,banner.gworks.com,0.4,,44.196.219.136
gWorks,Hayes Center,NE,muni,small (<15K),gWorks Suite,,dns_strict,hayes.gworks.com,0.4,,54.209.240.21
gWorks,Howard Beach,NY,muni,20K-50K,gWorks Suite,,dns_strict,howard.gworks.com,0.4,26148,44.196.219.136
gWorks,Rock Hill,SC,muni,50K-100K,gWorks Suite,,dns_strict,rock.gworks.com,0.4,71548,54.209.240.21
gWorks,Sioux Falls,SD,muni,100K+,gWorks Suite,,dns_strict,sioux.gworks.com,0.4,171544,54.209.240.21
gWorks,Johnson City,TN,muni,50K-100K,gWorks Suite,,dns_strict,johnson.gworks.com,0.4,66027,54.209.240.21
gWorks,Chase City,VA,muni,small (<15K),gWorks Suite,,dns_strict,chase.gworks.com,0.4,,54.209.240.21
